Course Code,Name,Description,Prerequisites,Corequisites,Exclusions,Recommended_prep,Distribution,Hours,Delivery Mode
SOC455H5,Comparative Indigenous Politics,"Using a comparative approach, this course explores the politics of Indigeneity in settler colonial contexts. It centers critical analyses of settler colonialism and decolonization, and focuses on examples from Canada, the USA, New Zealand, and Australia to examine the differences and similarities between Indigenous peoples and politics in these places.","1.0 SSC credit, including 0.5 credit at the 300-level",,"SOC445H5(L0101) Advanced Topics in Sociology: Comparative Indigenous Politics (Fall 2018),SOC445H5(L0102) Advanced Topics in Sociology: Comparative Indigenous Politics (Winter 2019)",,Social Science,24L,In Class
SOC457H5,Sociology of Race and Ethnicity,This course offers an overview of some of the major theories and research programs in the sociology of race and ethnicity.,(SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 1.0 SOC credit at the 300 level,,,,Social Science,24L,In Class
SOC458H5,Sociology of Environmental Health,"This course will introduce students to contemporary sociological and interdisciplinary approaches to environmental health. We will focus on the politics of science, basic approaches to studying environmental health across fields, and place environmental health concerns in larger structural contexts. We will examine how social and environmental health inequalities intersect with structural racism and settler colonialism.",(SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 1.0 SOC credit at the 300 level; 4th Year Standing; and permission of instructor,,SOC418H5(Winter 2023),,Science,24L,"In Class, Online (Summer only)"
SOC460H5,Migrant Labour,"This lecture course will focus on the intersection of citizenship status and class by examining the position and experiences of various categories of migrant labour in North America, Europe and other regions. Migrant groups include those with temporary status who come to work for a specific time frame in a particular job, those with no status (the undocumented) who work mainly in an informal, unregulated economy, and immigrants with permanent resident status who work in a range of industries and occupations. We will read and write about theoretical and empirical work in the sociology of migration and related fields.",(SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 1.0 SOC credit at the 300 level,,,,Social Science,24L,In Class
SOC463H5,The Sociology of Disasters,"The modern world leans heavily on the assumption that organizations run smoothly, but often they do not and sometimes the consequences are disastrous. This course draws on a variety of sociological theories and explanatory frameworks to better understand how any why large scale disasters occur. The class will investigate high risk technologies, issues and problems related to organizational culture, deviance and misconduct, community dynamics and resilience, environmental justice, and social problems related to racialization, gender, class, and other inequalities.",(SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 1.0 SOC credit at the 300 level,,"SOC444H5Advanced Topics in Sociology: Sociology of Disasters (Fall 2016, Winter 2017)",,Social Science,24L,In Class
SOC467H5,Peel Social Lab Seminar: Translating Research for the Wider Public,This is a seminar course where students work on data from the Peel Social Lab to produce various media to translate sociological findings for a broader audience.,(SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 4th Year Standing and permission of instructor,,,,Social Science,24S,In Class
SOC475H5,Sociology of Legal Careers,"This course examines legal careers from the sociological perspective. As one of the most elite and influential professions, lawyers are key players in economic, political, and social life. This course traces the various careers of lawyers from their experiences in law school to their jobs in law firms, courts, and other professional settings. In so doing the course will also focus on structures of inequality, such as gender, race and class.",(SOC109H5orSOC209H5) and (SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 0.5 SOC credit at the 300 level,,,,Social Science,24L,In Class
SOC480Y5,"Internship in Sociology, Criminology, Law and Society","Through a part-time, unpaid, 200-hour internship, students apply sociological knowledge gained primarily through previous coursework. Students can seek internship opportunities at municipal social service departments or non-profit agencies providing social services, social movement or community-based organizations working for social change, courts or parole offices, for-profit workplaces, or other organizations. This experiential learning course also includes class meetings, written assignments and oral presentations, as well as an assessment by the internship employer. An application/interview may be required (see Department of Sociology website for details).",(SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 4th Year Standing and minimum CGPA 3.0 and permission of instructor,,,,Social Science,,"Online, In Class"
SOC491H5,Independent Research in Sociology,"This course is intended for Sociology Specialists and Majors who wish to explore a specific Sociology topic in depth. To enrol, a student must prepare a proposal form in consultation with a faculty supervisor and submit the approved form to the academic counsellor.",(SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,,Students may take a maximum of 1.0 credits of SOC independent studies.,,Social Science,,In Class
SOC492H5,Independent Research in Sociology,"This course is intended for Sociology Specialists and Majors who wish to explore a specific Sociology topic in depth. To enrol, a student must prepare a proposal form in consultation with a faculty supervisor and submit the approved form to the academic counsellor.",(SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,,Students may take a maximum of 1.0 credits of SOC independent studies.,,Social Science,,In Class
SOC493H5,"Independent Research in Criminology, Law and Society","This course is intended for Criminology, Law and Society Specialists and Majors who wish to explore a specific Criminology, Law and Society topic in depth. To enrol, a student must prepare a proposal form in consultation with a faculty supervisor and submit the approved form to the academic counsellor.",(SOC109H5orSOC209H5) and (SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 0.5 SOC credit at the 300-level and 4th Year Standing and permission of instructor,,Students may take a maximum of 1.0 credits of SOC independent studies.,,Social Science,,In Class
SOC494H5,"Independent Research in Criminology, Law and Society","This course is intended for Criminology, Law and Society Specialists and Majors who wish to explore a specific Criminology, Law and Society topic in depth. To enrol, a student must prepare a proposal form in consultation with a faculty supervisor and submit the approved form to the academic counsellor.",(SOC109H5orSOC209H5) and (SOC205H5orSOC231H5) andSOC221H5andSOC222H5and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,,Students may take a maximum of 1.0 credits of SOC independent studies.,,Social Science,,In Class
SOC499H5,Research Opportunity Program,This course provides a rewarding opportunity for students in their fourth year to undertake relatively advanced work in the research project of a professor in return forSOC499H5course credit. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. SeeExperiential and International Opportunitiesfor more details.,"SOC221H5andSOC222H5, 4th Year Standing and permission of instructor",,Students may not takeSOC499H5andSOC499Y5concurrently.,,Social Science,,In Class
SOC499Y5,Research Opportunity Program,This course provides a rewarding opportunity for students in their fourth year to undertake relatively advanced work in the research project of a professor in return forSOC499Y5course credit. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. SeeExperiential and International Opportunitiesfor more details.,SOC221H5andSOC222H5and 4th Year Standing and permission of instructor,,Students may not takeSOC499H5andSOC499Y5concurrently.,,Social Science,,In Class
SPA219H5,Spanish for Heritage and Native Speakers I,"This course is designed for heritage and native speakers with little to no knowledge of written Spanish who have basic to fluent speaking and comprehension abilities. The course provides foundations in understanding the Spanish grammatical system, opportunities to increase vocabulary and to develop writing skills and the ability to use the language across different contexts including in more formal situations. Students MUST complete the Spanish Language Assessment Questionnaire before enrolling in this course. Please visithttps://www.utm.utoronto.ca/language-studies/language-course-assessment-questionnaires",As determined by the Spanish Language Assessment (https://www.utm.utoronto.ca/language-studies/language-course-assessment…).,,SPA100Y5orSPA219Y5orSPA219Y1orSPA220Y5orSPA220Y1orSPA319H5orSPA320Y5,,Humanities,24L/12T,In Class
SPA221H5,Intermediate Spanish I,"This course is designed to enhance students' abilities to engage with native Spanish speakers in culturally appropriate ways, tackle problem-solving situations, express complex opinions, emotions, and wishes, and provide detailed descriptions and comparisons of authentic materials from the Spanish-speaking world. It offers an advanced Spanish curriculum tailored for non-native speakers, focusing on a thorough review of complex grammatical structures and intensive practice in both written and oral expression to improve overall proficiency.",SPA100Y5orSPA100Y1,,SPA219H5orSPA220Y5,,Humanities,24L/12P,In Class
SPA222H5,Intermediate Spanish II,"This course is designed to advance students' abilities in narrating and describing events, focusing on the past, future, and basic present subjunctive tenses. Students will engage with more complex materials from Spanish-speaking cultures, allowing them to exchange detailed descriptions and comparisons. Through a thorough grammar review, students will deepen their understanding of Spanish structures and enhance their strategies for managing various communicative tasks in more sophisticated social situations. The course also incorporates reading authentic Spanish texts, with focused practice on expanding vocabulary and improving both oral and written expression. By the end of the course, students will have a strong command of advanced intermediate Spanish, preparing them for more complex language use and comprehension.",SPA221H5,,SPA219H5orSPA220Y5,,Humanities,24L/12P,In Class
SPA305H5,Spanish for Business and Media,"An intermediate level Spanish course focusing on topics and language related to professional and media spheres. Students will work with language appropriate for the workplace, newsprint, and online media, as well as financial and diplomatic institutions. Topics studied will include foreign affairs, business, advertisement, and the geopolitics of Spain, Latin and North America. Students will gain literacy and intercultural skills, as well as critical thinking skills through the study of workplace culture, newsprint and social media, current and historical political events. Writing practice may include letters, CVs, opinion pieces, as well as social media posts.",SPA220Y5or permission of the department.,,SPA323H5orSPA323Y1orSPA323H1,,Humanities,24L,In Class
SPA319H5,Spanish for Heritage and Native Speakers II,"This course is designed for heritage and native speakers with solid reading and writing abilities in Spanish as well as fluent speaking and listening skills. The course provides opportunities to develop a complex Spanish grammatical system as well as opportunities to increase vocabulary, and develop writing skills and the ability to use the language across different contexts including in more formal situations.",As determined by the Spanish Language Assessment Questionnaire (https://www.utm.utoronto.ca/language-studies/language-course-assessment…).,,SPA100Y5orSPA219Y5orSPA219Y1orSPA219H5orSPA220Y5orSPA220Y1orSPA320Y5or higher,,Humanities,24L/12P,In Class
SPA321H5,Advanced Spanish I,"This course is designed to enhance students' abilities to engage with native Spanish speakers in culturally appropriate ways, tackle problem-solving situations, express complex opinions, emotions, and wishes, and provide detailed descriptions and comparisons of authentic materials from the Spanish-speaking world. It offers an advanced Spanish curriculum tailored for non-native speakers, focusing on a thorough review of complex grammatical structures and intensive practice in both written and oral expression to improve overall proficiency.",SPA220Y5orSPA222H5,,SPA319H5orSPA320Y5,,Humanities,24L/12P,In Class
SPA322H5,Advanced Spanish II,"This course aims to deepen students' skills in interacting with native Spanish speakers in a culturally sensitive manner, addressing complex problem-solving scenarios, articulating nuanced opinions, emotions, and desires, and providing detailed descriptions and analyses of authentic materials from the Spanish-speaking world. It offers an advanced Spanish curriculum tailored for non-native speakers, focusing on a broad range of complex grammatical structures and intensive practice in both written and oral expression to enhance overall proficiency.",SPA321H5,,SPA319H5orSPA320Y5,,Humanities,24L/12P,In Class
SPA323H5,Business Spanish,Practical uses of spoken and written Spanish for business contexts. This course builds on grammar and vocabulary knowledge already acquired at the intermediate level.,SPA220Y5,,"SPA323Y1,SPA323H1",,Humanities,24L,In Class
SPA420H5,Advanced Topics on Spanish Grammar,"Study of traditional topics of Spanish grammar from a linguistic perspective with the goal of improving students’ knowledge and usage of Spanish grammar and language understanding in general. Topics include (but are not limited to): word order variation patterns, subject types, the verbal system, and the Spanish copulas. This course employs a cross-linguistic approach, as some of these topics are discussed from a comparative perspective. This course is taught in Spanish.",SPA219Y5orSPA320Y5or as indicated by Spanish Language Assessment Questionnaire (https://www.utm.utoronto.ca/language-studies/language-course-assessment-questionnaires).,,SPA420H1andSPA421H1,,Humanities,36L,In Class
STA220H5,The Practice of Statistics I,"An introductory course in statistical concepts and methods, emphasizing exploratory data analysis for univariate and bivariate data, sampling and experimental designs, basis probability models, estimation and tests of hypothesis in one-sample and comparative two-sample studies. A statistical computing package is used but no prior computing experience is assumed.",,,STA215H5orSTA218H5orSTA246H5orSTA256H5orSTA257H1orPSY201H5orSTA220H1orSTA237H1orSTA247H1orPSY201H1orSTAB22H3orSTAB52H3,,Science,36L/12T,In Class
STA221H5,The Practice of Statistics II,"A sequel toSTA220H5, emphasizing major methods of data analysis such as analysis of variance for one factor and multiple factor designs, regression models, categorical and non-parametric methods.",STA215H5orSTA220H5,,STA221H1orSTA258H5orSTA248H1orSTAB27H3orSTA302H5orSTA302H1orSTAC67H3orBIO360H5orECO220Y5orECO220Y1orECO227Y5orECO227Y1orPSY202H5orPSY202H1orPSYB08H3,,Science,36L/12T,In Class
STA246H5,Computational Probability and Statistics,"This course covers probability including its role in statistical and computational modeling. Topics include classical and computational perspectives on cumulative, mass and distribution functions, random variables, expectation, limiting results, the normal distribution. Computational topics include generating and sampling random numbers, combinatorial objects and probability functions for simulation and statistical analysis. Additional techniques include resampling, hypothesis testing, model fit and cross validation. IMPORTANT NOTE:STA246H5will not be permitted as a pre-requisite for any other 200+ level STA courses. In addition,STA246H5cannot count towards any program(s) in Mathematics or Applied Statistics. The course is intended only for students in Computer Science programs who will not needSTA256H5for other program requirements.",CSC148H5and (MAT134H5orMAT134Y5orMAT135Y5orMAT136H5orMAT137Y5orMAT139H5orMAT157Y5orMAT159H5or a minimum 65% inMAT133Y5),,STA256H5orSTA237H1orSTA247H1orSTA257H1orSTAB52H3orECO227Y5,MAT232H5orMAT233H5,Science,36L/12P,In Class
STA256H5,Probability and Statistics I,"This course covers probability including its role in statistical modeling. Topics include probability distributions, expectation, discrete and continuous random variables and vectors, distribution functions, distributions of functions of random variables, limit theorems, the central limit theorem.",MAT134H5orMAT136H5orMAT137Y5orMAT139H5orMAT157Y5orMAT159H5or a minimum 65% inMAT133Y5,,ECO227Y5orSTA257H1orECO227Y1orSTAB52H3,MAT232H5orMAT233H5,Science,39L/12T,In Class
STA260H5,Probability and Statistics II,"A sequel toSTA256H5introducing current statistical theory and methodology. Topics include: Sampling distributions, point estimation, confidence intervals, testing (Neyman-Pearson Theorem, uniformly most powerful test, likelihood ratio tests), unbiasedness, consistency, sufficiency, complete statistics, and exponential family; Fisher Information and the Cramer-Rao inequality; simple linear models.",STA256H5orECO227Y5,,STA261H5orSTA238H1orSTA261H1orSTAB57H3orSTAC58H3,,Science,39L/12T,In Class
STA302H5,Regression Analysis,"Analysis of the multiple regression model by least squares; statistical properties of the least square analysis, including estimation of error; residual and regression sums of squares; distribution theory under normality of the observations; confidence regions and intervals; tests for normality; variance stabilizing transformations, multicolinearity, variable search methods.",STA260H5and (MAT223H5orMAT240H5),,STA302H1orSTAC67H3,STA258H5,Science,39L/12T,In Class
STA304H5,"Surveys, Sampling and Observational Data","The sample survey is a widely used technique for obtaining information about a large population at relatively small cost. Only probability samples can provide both an estimator and a measure of sampling error from the data itself. In addition to sampling error, non-sampling errors (refusals, not-at-home, lies, inaccuracies, etc.) are always present, and can produce serious biases. The course covers: design of surveys, sources of bias, randomized response surveys. Techniques of sampling; stratification, clustering, unequal probability selection. Sampling inference, estimates of population mean and variances, ratio estimation, observational data; correlation vs. causation, missing data, sources of bias.",STA258H5orSTA260H5orSTA238H1orSTA255H1orECO227Y5,,STA304H1orSTAC50H3orSTAC53H3,,Science,39L/12T,In Class
STA305H5,Experimental Design,"This course covers topics in the design and analysis of experiments. The topics covered include analysis of variance, randomization, confounding, block designs, factorial designs, orthogonal polynomials and response surface methods. Applications include agricultural experiments, laboratory experiments, and industrial experiments, including quality control techniques.",STA302H5orECO375H5,,STA305H1,,Science,39L/12T,In Class
STA314H5,Introduction to Statistical Learning,"A thorough introduction to the basic ideas in supervised statistical learning with a focus on regression and a brief introduction to classification. Methods covered will include multiple linear regression and its extensions, k-nn regression, variable selection and regularization via AIC,BIC, Ridge and lasso penalties, non-parametric methods including basis expansions, local regression and splines, generalized additive models, tree-based methods, bagging, boosting and random forests. Content will be discussed from a statistical angle, putting emphasis on uncertainty quantification and the impact of randomness in the data on the outcome of any learning procedure. A detailed discussion of the main statistical ideas behind crossvalidation, sample splitting and re-sampling methods will be given. Throughout the course, R will be used as software, a brief introduction will be given in the beginning.",(MAT223H5orMAT240H5) and (STA258H5orECO375H5) andSTA260H5,STA302H5,STA314H1,,Science,36L/12T,In Class
STA348H5,Introduction to Stochastic Processes,"Discrete Markov chains with a finite number of states, random walks, single-server queues, continuous-time Markov chains, Poisson processes, branching processes, birth and death process, M/M/n queues, Monte-Carlo simulation may be introduced.",(STA260H5orSTA238H1orECO227Y5) and (MAT223H5orMAT240H5),,STA347H1orSTA447H1orSTAC63H3,,Science,36L/12T,In Class
STA360H5,Introduction to Bayesian Statistics,"A thorough introduction to statistics from a Bayesian perspective. Methods covered will include: the rules of probability, including joint, marginal, and conditional probability; discrete and continuous random variables; discrete and continuous random variables; Bayesian inferences for means and proportions; the simple linear regression model analyzed in a Bayesian manner; and (time permitting) a brief introduction to numerical methods such as the Gibbs sampler. Throughout the course, R will be used as software, a brief introduction will be given in the beginning.",STA258H5orSTA260H5orECO227Y5orSTA238H1orSTA255H1orECO227Y1,,STA313H5(Winter 2020 or Winter 2022) orSTA365H1,,Science,36L/12T,In Class
STA380H5,Computational Statistics,"Computational methods play a central role in modern statistics and machine learning. This course aims to give an overview of some of the computational techniques that are useful in statistics. Topics include methods of generating random variables, Monte Carlo integration and variance reduction, Monte Carlo methods in inference, bootstrap and jackknife, resampling application, permutation tests, probability density estimation, and optimization.",STA260H5orSTA238H1,,STA312H5(Winter 2020 or Winter 2022) orSTA410H1,,Science,36L/12T,In Class
STA399Y5,Research Opportunity Program,"This course provides a richly rewarding opportunity for students in their third or fourth year to work in the research project of a professor in return for 399Y course credit. Students enrolled have an opportunity to become involved in original research, learn research methods and share in the excitement and discovery of acquiring new knowledge. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. SeeResearch Opportunity Program (ROP)for more details.",,,,,Science,,In Class
STA413H5,Estimation and Testing,"This course covers advanced topics in probability and mathematical statistics. Topics include convergence in probability, convergence in distribution, and convergence with probability one, sufficiency, completeness, Rao-Blackwell and Lehmann-Sheffe theorems, and asymptotics.",STA260H5,,STA452H1orSTA442H1or STAC58C3,,Science,36L/12T,In Class
STA437H5,Applied Multivariate Statistics,Practical techniques for the analysis of multivariate data; fundamental methods of data reduction with an introduction to underlying distribution theory; basic estimation and hypothesis testing for multivariate means and variances; regression coefficients; principal components and the partial multiple and canonical correlations; multivariate analysis of variance; profile analysis and curve fitting for repeated measurements; classification and the linear discriminant function. There will be extensive use of statistical computing packages.,STA302H5orECO375H5,,STA437H1orSTAD37H3,,Science,36L/12T,In Class
STA457H5,Applied Time Series Analysis,"This course develops the theory and methodology for the statistical analysis of time series. The methods may be broadly characterized as time domain methods based on correlation (Box-Jenkins), or frequency domain methods based on a decomposition of the series into cycles (Fourier). The course develops both of these to the point where they may be applied using standard statistical software. Model identification, estimation and forecasting are discussed. Applications in social and physical sciences are used.",STA302H5orECO375H5,,STA457H1orSTAD57H3,,Science,36L/12T,In Class
STA488H5,Topics in Statistics,"Introduction to a topic of current interest in statistics. Content will vary from year to year.The contact hours for this course may vary in terms of contact type (L, T) from year to year, but will be between 36-48 contact hours in total. See the UTM Timetable.",Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration.,,,,Science,36L/12T,In Class
URD212Y5,Introduction to Urdu,"This course is for students who have no background knowledge in Urdu. The course provides students with basic information about the Urdu language paying particular attention to literacy skills, i.e. reading and writing in Urdu. Students start by learning how to write and pronounce the alphabet and how to connect letters to form new words. Then, they learn basic vocabulary in Urdu in order to express basic ideas orally and in writing. By the end of the course, students should be able to write simple sentences to express basic information, and they should be able to conduct basic conversations in Urdu.All students MUST complete the Urdu Language Assessment Questionnaire (https://www.utm.utoronto.ca/language-studies/language-course-assessment…) before enrolling in URD course for the FIRST time.",All students who are enrolling in an URD language course for the first time MUST complete the Urdu Language Assessment Questionnaire ((https://www.utm.utoronto.ca/language-studies/language-course-assessment…).,,,,Humanities,72L/24P,In Class
URD312Y5,Intermediate Urdu,"In this course, students will continue developing skills in spoken and written Urdu with the study of more complex grammar. Students will continue to build vocabulary and advance their ability in literary and colloquial forms of the language.Students who have not completed the listed prerequisite ofURD212Y5are REQUIRED to complete the Urdu Language Assessment Questionnaire (https://www.utm.utoronto.ca/language-studies/language-course-assessment…) by no later than August 29th. Late assessment submissions will not be accepted.",URD212Y5or appropriate language level as indicated by the Urdu Language Assessment Questionnaire ((https://www.utm.utoronto.ca/language-studies/language-course-assessment…).,,,,Humanities,72L/24P,In Class
UTM108H5,utmONE: Special Topics at the Intersection of Science and Social Science,"This course brings together first-year students to explore a current topic or problem at the intersection of science and social science in a small-group environment. The focus of each section will depend on the instructor’s areas of expertise and will provide students with the opportunity to develop foundational learning strategies and sharpen their academic skills to support the transition into university. Students participate in a series of tutorials that will help them build foundational skills for academic success such as creating study plans, taking notes, reading critically, and developing a growth mindset.",,,UTM109H5orUTM110H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Science, Social Science",24L/12T,In Class
UTM109H5,utmONE: Special Topics at the Intersection of Science and Humanities,"This course brings together first-year students to explore a current topic or problem at the intersection of science and humanities in a small-group environment. The focus of each section will depend on the instructor’s areas of expertise and will provide students with the opportunity to develop foundational learning strategies and sharpen their academic skills to support the transition into university. Students participate in a series of tutorials that will help them build foundational skills for academic success such as creating study plans, taking notes, reading critically, and developing a growth mindset.",,,UTM108H5orUTM110H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Science, Humanities",24L/12T,In Class
UTM110H5,utmONE: Special Topics at the Intersection of Social Science and Humanities,"This course brings together first-year students to explore a current topic or problem at the intersection of social science and humanities in a small-group environment. The focus of each section will depend on the instructor’s areas of expertise and will provide students with the opportunity to develop foundational learning strategies and sharpen their academic skills to support the transition into university. Students participate in a series of tutorials that will help them build foundational skills for academic success such as creating study plans, taking notes, reading critically, and developing a growth mindset.",,,UTM108H5orUTM109H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Social Science, Humanities",24L/12T,In Class
UTM111H5,utmONE: Tools of the Trade,"This course is an introduction to the common problem-solving tools used in the sciences and social sciences. It is designed to address the fundamental skills needed for comprehension and effective communication in these areas. The skills being addressed may include critical analysis of texts (primary literature, review papers, textbooks), use of databases to gather, manipulate and visualize data; interpretation and presentation of data; information gathering and writing skills (lab reports, critical essays); and oral presentations. Specific examples will be drawn from a variety of current research topics in both the sciences and social sciences. Students participate in a series of tutorials that will help them build foundational skills for academic success such as creating study plans, taking notes, reading critically, and developing a growth mindset.",,,UTM108H5orUTM109H5orUTM110H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Social Science, Science",24L/12T,In Class
UTM115H5,utmONE: Communication Among Cultures,"This course is an introduction to inter-cultural communication primarily in the areas of writing and speaking. It is designed to address fundamental skills related to language use in the academic setting by focusing on topics such as customs, attitudes, beliefs, and values. Specific examples will be drawn from real-life university situations, and multiple viewpoints on the nature of diversity in communication will be discussed. Students participate in a series of tutorials that will help them build foundational skills for academic success such as creating study plans, taking notes, reading critically, and developing a growth mindset.",,,UTM108H5orUTM109H5orUTM110H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Humanities, Social Science",24L/12T,In Class
UTM116H5,utmONE: Happiness,"This course investigates the concept of happiness from its earliest articulations in the ancient world to today. Drawing on a wide array of sources in disciplines in the social sciences and humanities, we will investigate ""happiness"" across time and place. Throughout the semester students will reflect on the concept as it relates to their own lives as well as how it shapes society as a whole. As part of this course students will participate in a series of tutorials that will help them build foundations for academic success (such as understanding the value of higher education, developing a growth mindset, and finding passion).",,,UTM110H5orUTM111H5orUTM112H5orUTM114H5orUTM115H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Humanities, Social Science",24L/12T,In Class
UTM118H5,utmONE: Science of Learning,"This interdisciplinary course encourages students to take ownership of their education through a focus on the process of learning how to learn and by cultivating the habits of mind for lifelong achievement and success. Students will explore theories of learning and research on the strategies students should employ to reach deep understanding. ""Science of Learning"" is designed to help students develop their critical thinking, university-level oral and written communication, critical reading, and other foundational academic skills. Students participate in a series of tutorials that will help them build foundational skills for academic success such as creating study plans, taking notes, reading critically, and developing a growth mindset.",,,UTM108H5orUTM109H5orUTM110H5orUTM111H5orUTM112H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Social Science, Science",24L/12T,In Class
UTM190H5,utmONE Scholars: Special Topics at the Intersection of Social Science and Humanities,This course brings together first-year students who have demonstrated outstanding academic achievement to explore a current topic or problem at the intersection of social science and humanities in a small-group environment. The focus of each section will depend on the instructor’s areas of expertise and will provide students with the opportunity to develop university-level research and critical thinking skills to support the transition into university.,,,UTM110H5orUTM111H5orUTM112H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Humanities, Social Science",24S,In Class
UTM191H5,utmONE Scholars: Special Topics at the Intersection of Science and Social Science,This course brings together first-year students who have demonstrated outstanding academic achievement to explore a current topic or problem at the intersection of science and social science in a small-group environment. The focus of each section will depend on the instructor’s areas of expertise and will provide students with the opportunity to develop university-level research and critical thinking skills to support the transition into university.,,,UTM110H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Science, Social Science",24S,In Class
UTM192H5,utmONE Scholars: Special Topics at the Intersection of Science and Humanities,This course brings together first-year students who have demonstrated outstanding academic achievement to explore a current topic or problem at the intersection of science and humanities in a small-group environment. The focus of each section will depend on the instructor’s areas of expertise and will provide students with the opportunity to develop university-level research and critical thinking skills to support the transition into university.,,,UTM110H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Science, Humanities",24S,In Class
UTM193H5,utmONE Scholars: Nations Colliding?,"This course investigates the complexity of our global interconnectedness through the lens of a substantive topic. Questions vary annually, but may include: Do all nations benefit equally from this increasing connectivity? How do global connections affect culture? What strategies offer long-term sustainability? What are the impacts of interconnectedness, both to individual citizens and to societies at large? Questions will be explored using a multidisciplinary approach.",,,UTM110H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM194H5orUTM195H5orUTM196H5orUTM197H5,,"Humanities, Social Science",24S,In Class
UTM194H5,utmONE Scholars: Religion and Politics,This course aims to engage with the current political challenges that religion in its diverse manifestations poses to secular society and political systems. This seminar will encourage students to become more thoughtful and self-critical about how society responds socially and politically to these challenges in the 21st-century.,,,UTM110H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM195H5orUTM196H5orUTM197H5,,"Humanities, Social Science",24S,In Class
UTM195H5,utmONE Scholars: Curiosity and Control: Voyages of Discovery to North America,"Students will investigate how both a curiosity for novelty and a desire for control motivated the so-called ""Age of Discovery"" and shaped the experiences of First Nations, Africans, and Europeans in medieval and early modern North America. With a focus on how people adapted to new environments, this course will provide opportunities for students to explore historical questions with contemporary resonance from the perspectives of both science and the humanities.",,,UTM110H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM196H5orUTM197H5,,"Humanities, Science",24S,In Class
